frame,altitude,airspeed,direction
2175,23.09914338685729,31.578899985386254,29.273666351293326
2176,23.098776569399757,31.57822466485116,29.272021269409784
2177,23.09847803260322,31.57696895962884,29.27032118637082
2178,23.098256348645958,31.57523603430651,29.268605619500132
2179,23.098115726043087,31.573139982930496,29.266910646375802
2180,23.098056271962374,31.57079973656594,29.26526763498506
2181,23.098074407969772,31.56833341294462,29.26370286084494
2182,23.098163404261154,31.565853298423274,29.262237716647686
2183,23.098313996219215,31.563461606124275,29.260888954443285
2184,23.09851504759008,31.561247106652342,29.259668471369988
2185,23.09875422649304,31.559282681263436,29.258582754263127
2186,23.099018663614796,31.557623803634367,29.25763268720007
2187,23.099295566028854,31.556307916966187,29.256814221794453
2188,23.099572764845586,31.55535463923557,29.25611975638378
2189,23.09983918006554,31.55476670182041,29.255539768439316
2190,23.100085191318282,31.554531505953758,29.25506433517472
2191,23.100302908383906,31.55462316765745,29.254684309435056
2192,23.100486340306897,31.555004914821733,29.254391923248384
2193,23.10063146634968,31.555631699512684,29.25418055429983
2194,23.10073621586147,31.55645289376589,29.25404359950242
2195,23.100800367262092,31.557414947250873,29.25397292606669
2196,23.10082537870444,31.558463899333855,29.253957731949306
2197,23.100814164565517,31.559547655223565,29.253984320736798
2198,23.100770832739936,31.56061795503201,29.254036511086163
2199,23.10070039781773,31.561631984718655,29.25409599715498
2200,23.100608484691005,31.56255359807336,29.25414240935361
2201,23.100501036041333,31.563354138287064,29.254153559024267
2202,23.100384035615942,31.564012865534874,29.254106389223512
2203,23.10026325731705,31.56451722673396,29.253978447502583
2204,23.100144026622683,31.564863899648042,29.253749303145316
2205,23.100030888959108,31.565061615746355,29.25340168294945
2206,23.099927002950206,31.565134983235488,29.252922540239744
2207,23.09983324717862,31.565127154456217,29.252304205198488
2208,23.099747344319876,31.565100289979096,29.25154537079273
2209,23.09966331087578,31.565133549916577,29.250651694211502
2210,23.09957126101123,31.565317572255918,29.249636224908006
2211,23.099457494796635,31.565745099180912,29.248519859018973
2212,23.099304910999447,31.566499542548637,29.247331592080588
2213,23.099093810748027,31.56764407174465,29.24610819485999
2214,23.098803071066182,31.56921309069541,29.24489312480073
2215,23.098411586375814,31.571207053106473,29.2437346953994
2216,23.09789983660168,31.573590885736262,29.24268365795017
2217,23.09725143136586,31.576295810373647,29.241790421345673
2218,23.096454491650572,31.579224041240632,29.241102160655533
2219,23.09550275563235,31.58225565423201,29.24066005660318
2220,23.094396328048713,31.585256849480697,29.240496876472196
2221,23.09314202769384,31.588088834181047,29.240635008370838
2222,23.091753321877047,31.59061661653767,29.24108483937572
2223,23.090249867369433,31.59271710528959,29.241843298748524
2224,23.088656702838986,31.59428603654872,29.24289283152301
2225,23.08700315709812,31.59524338749851,29.244201532724947
2226,23.085321550326466,31.595537074214217,29.2457248773318
2227,23.083645771929422,31.595144860269254,29.247408765441993
2228,23.08200981935573,31.59407451784072,29.24919326321218
2229,23.080446377789283,31.592362379635073,29.251016494443167
2230,23.078985512082834,31.59007049575653,29.252818296660838
2231,23.077653530631576,31.587282663750994,29.25454338496495
2232,23.076472067128176,31.58409963282919,29.25614387091777
2233,23.07545741129581,31.580633796053302,29.257581013007062
2234,23.074620104678015,31.577003679175373,29.2588259698682
2235,23.07396480317534,31.57332851450185,29.25985935942457
2236,23.073490394924075,31.569723155624484,29.26066995585619
2237,23.073190350826376,31.566293547257526,29.261253388319023
2238,23.07305327592668,31.563132916901093,29.261611406661267
2239,23.073063623098687,31.560318804614507,29.261751427309594
2240,23.073202526232645,31.557910996577174,29.26168573467776
2241,23.07344870824124,31.555950379743603,29.261430285131542
2242,23.073779419573935,31.554458690766364,29.26100371951394
2243,23.074171365296774,31.553439094031557,29.26042704154735
2244,23.074601582845613,31.552877492240935,29.25972380806566
2245,23.07504823794029,31.552744449155465,29.258920405730994
2246,23.07549131247833,31.552997588140965,29.258046046890676
2247,23.075913165129275,31.55358432190253,29.257132118485647
2248,23.07629895245952,31.554444767807762,29.256210569925962
2249,23.07663690539668,31.555514708755066,29.255311431818672
2250,23.076918462396957,31.556728470710805,29.254460046257513
2251,23.077138266563107,31.558021603741548,29.253674652967142
2252,23.077294038983393,31.559333272447542,29.25296470090667
2253,23.077386344589993,31.560608282980223,29.252330100115014
2254,23.0774182697921,31.561798696151197,29.25176159348305
2255,23.077395033002073,31.56286499843922,29.251242171167316
2256,23.077323549969588,31.56377682401627,29.25074911300798
2257,23.07721197563904,31.564513240428408,29.250256161966245
2258,23.077069243155687,31.565062627627906,29.249735452466336
2259,23.0769046187996,31.565422194179245,29.249159049731713
2260,23.076727289175334,31.565597185347524,29.24850020098172
2261,23.07654599409204,31.565599845287675,29.24773451870213
2262,23.076368715398697,31.5654481997076,29.24684142445372
2263,23.076202428752477,31.56516472633974,29.245806244310103
2264,23.076052922043953,31.564774978603605,29.244622954205767
2265,23.075924681113715,31.56430622335098,29.243296756243456
2266,23.07582084058357,31.563786146999927,29.241845229074798
2267,23.0757431951814,31.563241676169053,29.24029731648365
2268,23.075692264927167,31.56269794962544,29.23869042230855
2269,23.0756674060092,31.562177468457502,29.237066483617827
2270,23.07566695813122,31.561699441352214,29.235467880876385
2271,23.07568841854673,31.56127933212677,29.233933802423337
2272,23.075728632892716,31.560928607612436,29.232497513977222
2273,23.075783993247835,31.56065467592283,29.231184830653945
2274,23.07585063451634,31.560460998295508,29.230013843747884
